"Publish Date","Creation Date","Title","Status","Label Color","Label Name","Project Types","Project Owner","Description","Tags","Marketing Campaign","Link"
"08/06/2023","24/05/2023","MindKit launch","Not Started","FF00AA","Knowledge Mobilization","Eblast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5758604"
"07/06/2023","05/06/2023","PTSD Awareness Month 2023 - F","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5780315"
"07/06/2023","02/06/2023","PTSD Awareness Month","Completed","FFAA00","MMC","Eblast","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5775863"
"07/06/2023","05/06/2023","PTSD Awareness Month 2023 - E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5778233"
"06/06/2023","01/06/2023","PTSD Awareness Month","Not Started","FFAA00","MMC","Eblast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5773996"
"06/06/2023","26/05/2023","Consolidate Comms activities on Smartsheet","Completed","","","Other","","","","CIMVHR 2023","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5763868"
"06/06/2023","26/05/2023","D-Day commemoration","Completed","FFAA00","MMC","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5763396"
"05/06/2023","01/06/2023","Laryssa's digital story","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774220"
"05/06/2023","30/05/2023","PTSD 101: What is PTSD?","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5768765"
"05/06/2023","26/05/2023","Job posting: PMO for PSCN","Completed","","","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5763862"
"05/06/2023","31/03/2023","Peer Support Map Launch","In Production","FF00AA","Knowledge Mobilization","Website content","","All dates are tentative","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5656311"
"05/06/2023","23/05/2023","Moral Injury CoP Webpage","Not Started","436760","Research ","Website content","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5756107"
"04/06/2023","01/06/2023","Canadian Armed Forces Day","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5774215"
"02/06/2023","01/06/2023","MST Family resources AC recruitment - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5773801"
"02/06/2023","23/05/2023","MST Family resources AC recruitment - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5757129"
"02/06/2023","09/05/2023","MST Family resources - advisory recruitment","Completed","FF00AA","Knowledge Mobilization","Eblast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5729316"
"01/06/2023","30/05/2023","Brain injury awareness month","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5768761"
"01/06/2023","30/05/2023","Neurofeedback webinar: final call","Completed","FFAA00","MMC","Social post","","","","PTSD Awareness Month","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5768757"
"01/06/2023","14/04/2023","Neurofeedback webinar","In Progress","436760","Research ","Event","","","","Neurofeedback study + webinar promotion","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5684404"
"31/05/2023","14/04/2023","Wrapping up social plan","Completed","","","Social post","","","","Reference Group Recruitment","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5684669"
"31/05/2023","14/04/2023","Neurofeedback social posts 4","Completed","436760","Research ","Social Campaign","","","","Neurofeedback study + webinar promotion","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5684639"
"30/05/2023","26/03/2023","We Serve (RCMP 150th video)","In Progress","FFAA00","MMC","Video","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5640567"
"30/05/2023","26/03/2023","About Atlas video","In Progress","FFAA00","MMC","Video","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5640564"
"30/05/2023","23/05/2023","Submit translation for OSI clinician email","Completed","","","Other","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5756785"
"30/05/2023","28/04/2023","Gap analysis social","Completed","FF00AA","Knowledge Mobilization","Social Campaign","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5711418"
"29/05/2023","26/03/2023","Impact report","In Progress","FFAA00","MMC","Corporate document","","","Corporate communications","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5640543"
"29/05/2023","19/04/2023","NFB fact sheet + FAQ","In Progress","436760","Research ","Resource (KMb, Imp, etc.)","","","","Neurofeedback study + webinar promotion","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5694128"
"29/05/2023","18/04/2023","RCMP: Digital stories - Ross","Completed","FFAA00","MMC","Social post","","","","RCMP 150th","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5691315"
"26/05/2023","11/05/2023","Short blurb "stay tuned"","In Progress","","","Website content","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5735752"
"26/05/2023","23/05/2023","Registration form: Update Qualtrics form","Completed","","","Editing/Copy-editing","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5756119"
"26/05/2023","26/04/2023","RCMP: Re-share","Completed","FFAA00","MMC","Social post","","","","RCMP 150th","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5706222"
"25/05/2023","26/03/2023","Publish blog 8","Not Started","FFAA00","MMC","Blog post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5640590"
"25/05/2023","17/05/2023","RCMP: Digital stories - Jim W","Completed","FFAA00","MMC","Social post","","","","RCMP 150th","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5747807"
"25/05/2023","28/04/2023","Launch Google Ad campaign","Not Started","436760","Research ","Google Ad campaign","","","","STAR C2 (TBI)","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5712130"
"25/05/2023","28/04/2023","Launch social posts","Not Started","436760","Research ","Social post","","","","STAR C2 (TBI)","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5712126"
"25/05/2023","01/05/2023","Veterans in the media topic page launch","Not Started","FF00AA","Knowledge Mobilization","Website content","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5714193"
"24/05/2023","14/04/2023","Neurofeedback social posts 3","Completed","436760","Research ","Social Campaign","","","","Neurofeedback study + webinar promotion","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5684637"
"24/05/2023","18/04/2023","RCMP: Medavie resources (Bruno)","Completed","FFAA00","MMC","Social post","","","","RCMP 150th","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5691293"
"23/05/2023","17/05/2023","RCMP 150 - E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5746722"
"23/05/2023","18/05/2023","RCMP 150 - F","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5749426"
"23/05/2023","28/04/2023","Publish web page","Not Started","436760","Research ","Blog post","","","","STAR C2 (TBI)","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5712128"
"23/05/2023","18/04/2023","Social: RCMP 150th","In Progress","FFAA00","MMC","Social post","","","","RCMP 150th","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5691629"
"23/05/2023","18/04/2023","Eblast - RCMP 150th + We Serve video campaign","In Progress","FFAA00","MMC","Eblast","","","","RCMP 150th","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5691627"
"23/05/2023","18/04/2023","Social: We Serve video","In Progress","FFAA00","MMC","Social post","","","","RCMP 150th","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5691295"
"22/05/2023","18/04/2023","RCMP: social post / Victoria Day","Completed","FFAA00","MMC","Social post","","","","RCMP 150th","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5691313"
"19/05/2023","18/05/2023","MBTM Ep 7 - TBI with Dr. Turkstra (FR)","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5748704"
"19/05/2023","17/05/2023","MBTM Ep 7 - TBI with Dr. Turkstra (EN)","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5745933"
"19/05/2023","28/03/2023","Podcast 7 - TBI with Dr. Turkstra","In Progress","FFAA00","MMC","Podcast","","","Lived Experience, External","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5645104"
"18/05/2023","18/05/2023","CBTm Training Round 2 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5749427"
"18/05/2023","18/05/2023","CBTm - FR - 2","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5749639"
"18/05/2023","18/05/2023","CBTm Training E-Blast","Not Started","248C95","Implementation","Mailchimp","","","Training","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5748554"
"18/05/2023","05/05/2023","Social post - #2 launch","Completed","","","Social post","","","","Reference Group Recruitment","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5724354"
"17/05/2023","17/04/2023","Webinar reminder eblast","Completed","436760","Research ","Eblast","","","","Neurofeedback study + webinar promotion","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5688272"
"17/05/2023","10/05/2023","Neurofeedback Webinar - FR","Published","436760","Research ","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5732158"
"17/05/2023","10/05/2023","Neurofeedback Webinar - EN","Published","436760","Research ","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5732159"
"15/05/2023","28/04/2023","Revise recruitment poster","Not Started","436760","Research ","Graphic design","","","","STAR C2 (TBI)","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5712108"
"15/05/2023","18/04/2023","Poster","Completed","","","Graphic design","","","","Reference Group Recruitment","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5691240"
"12/05/2023","11/05/2023","Cross-promotion: Brain fog recruitment study","Completed","","","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5736772"
"12/05/2023","20/04/2023","Post-CIMVHR KMb summary + survey","Completed","FF00AA","Knowledge Mobilization","Resource (KMb, Imp, etc.)","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5696413"
"11/05/2023","05/05/2023","Social post - #1 launch","Completed","","","Social post","","","","Reference Group Recruitment","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5724352"
"11/05/2023","05/05/2023","RG Recruitment - Callout F","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5724142"
"11/05/2023","14/04/2023","Call for applications","Completed","","","Eblast","","","","Reference Group Recruitment","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5684665"
"11/05/2023","14/04/2023","Press release","Completed","","","Press release","","","Partnerships & Stakeholder Relations","Reference Group Recruitment","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5684650"
"11/05/2023","11/05/2023","Draft key message + event description","Completed","","","Promotion plan","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5735743"
"11/05/2023","11/05/2023","Family Summit 2024: Review key message + event title","Not Started","","","Event","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5735738"
"11/05/2023","05/05/2023","RG Recruitment - Callout E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5723599"
"11/05/2023","28/03/2023","Conceptual Framework social","Not Started","FF00AA","Knowledge Mobilization","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5644764"
